departamento,municipio,zona_urbana_rural,tipo_de_vivienda,tenencia_de_la_vivienda,area_total_m2,habitaciones,banos,pisos,antiguedad_de_la_vivienda,calidad_de_construccion,parqueaderos,estrato,tamano_del_hogar,numero_de_ninos,numero_de_adultos_mayores,genero_del_jefe_del_hogar,edad_del_jefe_del_hogar,nivel_educativo_del_jefe_del_hogar,situacion_laboral_del_jefe_del_hogar,distancia_al_centro_de_la_ciudad_km,indice_de_seguridad_del_barrio,acceso_a_transporte_publico,acceso_a_internet,acceso_a_agua_potable,acceso_a_gas,indice_de_pobreza,acceso_a_credito,ahorros_del_hogar,ingreso_del_hogar,valor_de_mercado_de_la_vivienda
Santander,Barranquilla,Urban,House,Owned,69.46291046836373,4,1,3,15,Medium,0,1,4,0,0,Female,65,Secondary,Informal,1.7688408400355762,38.43610235648057,No,No,Yes,Yes,0.03236551585673878,Yes,233040.519703136,1270603.3247547837,55.86392359353164
Risaralda,Bogotá,Rural,House,Owned,99.3619889121693,4,3,2,24,Medium,0,1,1,4,1,Male,67,University,Formal,15.393354397776625,97.54004990511598,Yes,Yes,Yes,No,0.10311003995402263,No,1850835.4611629515,2529053.267171902,62.583152601011065
Cundinamarca,Bucaramanga,Urban,House,Rented,80.55221027233654,3,2,1,14,Low,2,3,2,4,2,Female,39,Primary,Formal,14.531730475478675,46.142019880531905,Yes,Yes,Yes,No,0.22810810144086,Yes,2796845.631056351,3891852.6970617175,122.55159186830122
Cundinamarca,Barranquilla,Rural,House,Rented,42.44119437631838,2,1,3,8,Medium,1,1,7,4,2,Male,56,University,Informal,18.94274969098213,83.89261792862857,Yes,Yes,Yes,Yes,0.2679633043374815,Yes,1170648.9088192065,1475244.2120340895,23.50395925967855
Atlántico,Manizales,Urban,Farm,Family,77.24886863305709,1,2,1,10,Medium,1,5,7,4,0,Male,39,Primary,Informal,0.5700297545826578,82.02551773293517,Yes,Yes,Yes,Yes,0.6138458000694794,Yes,1213995.8660287345,7252353.036758848,113.02868924262064
Cundinamarca,Manizales,Urban,Apartment,Rented,123.38036086018394,2,2,3,52,Medium,1,5,1,4,1,Male,63,Primary,Informal,9.257818171919352,85.3187509283164,Yes,Yes,Yes,Yes,0.05291725571099552,No,678797.0333745149,4170818.55406138,167.35486455550074
Cundinamarca,Barranquilla,Urban,Farm,Family,19.672684361186022,4,2,1,38,Low,2,1,2,2,0,Male,30,Secondary,Formal,9.587630556884296,73.20151395836898,No,Yes,Yes,Yes,0.5402550886712113,Yes,4649916.423059532,2194581.6905806083,44.04150393237245
Bolívar,Bucaramanga,Urban,Apartment,Owned,51.19287754226465,1,2,2,2,Medium,2,3,5,1,1,Male,78,Secondary,Formal,0.28575140207691024,80.36260228825641,Yes,Yes,Yes,Yes,0.3989909210085025,No,571603.0089682025,6266460.439665681,80.78024962439625
Atlántico,Bogotá,Urban,Apartment,Owned,72.86907423373677,5,1,3,2,Medium,1,1,4,3,2,Female,50,Primary,Informal,15.400374096650758,33.86455303446271,Yes,No,Yes,Yes,0.15845050201386518,Yes,1608940.2780679036,1539607.4490176677,81.02364493338945
Bolívar,Barranquilla,Urban,Apartment,Rented,125.42189863026258,2,3,3,11,Low,1,3,1,2,0,Male,20,University,Informal,9.054437926977682,47.10639092165949,Yes,Yes,Yes,No,0.19630580636171568,Yes,1384856.5837068136,5826575.902212004,106.82644561095626
Risaralda,Bucaramanga,Urban,Farm,Family,161.5720365276131,2,1,1,2,High,1,2,6,1,0,Male,25,Secondary,Informal,19.033852843796325,85.55324713079591,Yes,Yes,Yes,Yes,0.1753039253401225,No,906972.5099127856,2680190.351049961,154.8018999565063
Caldas,Cartagena,Urban,House,Rented,55.84885479715516,5,1,3,22,Medium,2,4,1,1,2,Female,62,Postgraduate,Formal,8.33395397402818,73.35365667015103,Yes,Yes,Yes,Yes,0.1436543664466096,No,1276175.5856417737,14220692.219351033,70.77888631127534
Risaralda,Manizales,Urban,Farm,Rented,196.5120331858366,4,3,1,37,High,1,5,2,2,0,Male,55,Postgraduate,Informal,11.85649605931081,45.74879893061281,Yes,Yes,Yes,Yes,0.44483280207405423,Yes,888196.4492586977,15293006.370215334,199.33845557951415
Caldas,Cartagena,Urban,Apartment,Family,419.10168799219537,2,3,2,41,Medium,1,2,3,3,2,Female,63,Secondary,Unemployed,25.399604049177434,63.65154331785723,Yes,Yes,Yes,No,0.148316146782126,No,1396030.030937076,1452235.6399303535,252.84892852797572
Bolívar,Bogotá,Urban,Farm,Rented,128.41499842328253,3,2,1,4,Medium,2,6,2,4,1,Female,35,Secondary,Unemployed,7.109554003935573,47.76563719701841,No,Yes,Yes,Yes,0.47145801366883483,No,5896169.924350129,4203884.681113615,172.8926220317052
Risaralda,Bucaramanga,Urban,Apartment,Family,116.48861516416665,3,2,1,40,Low,2,5,3,4,1,Male,26,University,Formal,25.703137568008643,76.44315492038206,Yes,Yes,Yes,Yes,0.2543654532577023,Yes,2684334.5487993923,13859023.775817648,143.74733753748487
Atlántico,Cartagena,Urban,House,Family,39.06665856432461,1,1,3,52,Medium,2,1,1,2,1,Male,65,Primary,Informal,7.852559780915007,99.70298502346594,Yes,Yes,Yes,Yes,0.40647269115803514,No,1372333.681427939,1037046.7525701139,15.039034303618365
Antioquia,Bucaramanga,Urban,House,Rented,60.47680543236787,5,2,2,61,Low,2,2,4,1,1,Female,21,Primary,Formal,13.641108424373023,36.72527694174474,Yes,Yes,Yes,Yes,0.28969697311356335,No,834053.8101829119,3897543.912096071,100.6498978635995
Bolívar,Barranquilla,Urban,Farm,Family,50.169714539493896,4,3,2,23,Low,0,2,5,2,2,Male,26,Primary,Unemployed,3.12177031852777,54.08512088585594,Yes,Yes,Yes,Yes,0.6028056311225701,Yes,1027098.8566561854,734310.2309099309,70.16684904315545
Caldas,Bogotá,Urban,House,Owned,45.665056174983214,3,3,2,27,Low,1,2,4,0,2,Female,59,Postgraduate,Formal,12.606650094954244,70.67854150766921,No,Yes,Yes,Yes,0.06576270880104772,No,852986.9743035225,7277134.331802947,82.1645114324011
Santander,Cartagena,Urban,Apartment,Owned,134.04399936067583,1,2,2,8,Medium,1,4,4,1,0,Female,57,Secondary,Formal,5.348120052359447,73.18492573145951,Yes,No,Yes,Yes,0.33535284489821204,Yes,4443162.734956196,7250741.539559836,152.3859364239552
Caldas,Pereira,Urban,Apartment,Owned,98.14069531246305,1,1,3,60,Medium,2,2,7,2,1,Female,72,University,Formal,8.595464967689953,69.49269333115504,Yes,Yes,Yes,Yes,0.7526320231809943,Yes,534622.5687140734,7324594.67294666,148.89156857207246
Santander,Barranquilla,Urban,House,Owned,56.87208217697839,2,2,3,52,Medium,1,2,5,4,0,Male,79,Primary,Formal,2.85799526516648,36.02606825635873,Yes,Yes,Yes,Yes,0.3671329806070551,No,1274350.5544004652,3034355.698341458,62.22844456840201
Cundinamarca,Manizales,Rural,House,Rented,114.31411275328733,4,3,3,16,Medium,0,1,1,2,1,Female,24,Primary,Formal,8.013542264204105,77.37750389536285,Yes,Yes,Yes,Yes,0.24960916938524935,No,1659157.5944882748,1242089.08337463,105.40225592938874
Risaralda,Pereira,Urban,House,Owned,153.9555486691947,3,3,2,64,Low,1,3,2,2,1,Male,62,University,Formal,9.228048941551853,96.14422639637017,No,Yes,Yes,No,0.5514950232259753,No,1297276.9242778413,10268508.801998919,158.93880608578291
Santander,Pereira,Urban,Farm,Owned,161.69178998858854,5,1,1,8,Medium,2,1,4,1,1,Female,75,University,Formal,5.388328775252585,63.46797274720178,Yes,Yes,Yes,Yes,0.21033477544023416,No,1016497.2366941669,2908995.61818839,71.5743956953441
Caldas,Medellín,Rural,Farm,Owned,208.38749335265518,2,3,2,69,High,0,5,2,0,1,Female,22,University,Formal,9.9683050578398,43.352428349475716,Yes,Yes,Yes,Yes,0.1051657038055515,Yes,1748823.3328457489,12424724.324076314,209.74320746098047
Cundinamarca,Medellín,Urban,Apartment,Owned,119.57965407241134,3,1,2,14,Medium,2,4,4,2,2,Female,41,Secondary,Formal,26.899061105895576,76.4878646669353,Yes,Yes,Yes,Yes,0.15222542311424828,No,723708.7046263745,6803730.671696563,130.00724191452778
Antioquia,Bogotá,Rural,Farm,Rented,42.79096995285724,1,1,2,5,Medium,2,2,7,0,1,Female,28,University,Formal,4.22014272002384,99.45703393463543,Yes,Yes,Yes,Yes,0.06480647278016144,No,2405268.9443594087,4614145.900963356,52.903428619406945
Atlántico,Cartagena,Urban,Farm,Owned,157.5517105277878,5,2,1,17,Low,0,1,6,2,1,Female,24,University,Formal,8.520562009971416,75.18258066554642,Yes,Yes,Yes,Yes,0.2623590630413355,No,433682.22644856345,2536097.4057789855,178.34227533630855
Atlántico,Cartagena,Urban,Apartment,Family,64.4887514701061,1,2,1,57,Low,0,1,1,2,1,Male,57,Postgraduate,Formal,2.608684649599493,35.780014104280504,Yes,No,Yes,Yes,0.09936171174019759,Yes,4695678.207094228,3553126.267741785,51.1653725886014
Atlántico,Cartagena,Rural,Apartment,Family,118.94980917816639,2,1,3,22,Medium,1,1,2,0,2,Male,51,Secondary,Unemployed,13.405797981157795,45.10686218182381,Yes,Yes,Yes,Yes,0.1445166350487798,No,1341700.1344440181,735399.2263698642,76.90726993740527
Santander,Bucaramanga,Urban,House,Rented,308.33759363251386,5,2,2,26,Low,2,2,6,1,0,Male,62,Secondary,Formal,32.94617240472681,57.904296167270864,Yes,Yes,Yes,No,0.35136877616846673,Yes,1881631.263827406,4535071.723007186,244.90117707216945
Antioquia,Barranquilla,Urban,House,Rented,238.61317051909418,5,3,2,14,Medium,1,4,5,4,1,Male,33,University,Informal,8.712936592425418,78.15350551863375,Yes,Yes,No,Yes,0.21328282889942873,No,650235.2448893838,7348741.017053724,244.96029171442018
Santander,Cartagena,Urban,Farm,Rented,206.88976330241658,2,1,2,29,Medium,1,1,1,4,1,Male,46,University,Formal,10.455126759769692,51.5225205123436,Yes,Yes,No,Yes,0.1397058808658365,Yes,246496.6685599399,2640507.0084841014,152.67901248399727
Risaralda,Barranquilla,Urban,Apartment,Owned,72.11198121388203,1,1,2,5,Medium,1,4,5,0,0,Male,28,Secondary,Unemployed,7.0240205795182895,44.956388366381454,Yes,Yes,Yes,Yes,0.17726236399954867,No,1455554.939270746,2157165.178357202,79.46169893826702
Santander,Bogotá,Urban,Farm,Rented,150.4258897653159,5,2,3,24,Medium,2,3,6,4,0,Female,38,Secondary,Formal,10.10427696571444,87.42443740607501,Yes,Yes,Yes,Yes,0.33917603189236667,Yes,2750306.7391108316,6361602.906961784,153.84998885731153
Antioquia,Pereira,Urban,Farm,Owned,117.07868100881217,4,1,1,30,Low,2,3,4,2,0,Female,46,Secondary,Formal,4.848356531939235,90.33319777678076,Yes,Yes,Yes,Yes,0.1594621536782576,Yes,1652322.7719137627,5090753.666854204,140.5743841169749
Antioquia,Cartagena,Urban,Apartment,Rented,233.25187985577824,4,1,3,10,Medium,1,5,6,4,0,Male,28,Primary,Formal,18.471470562011973,94.16302277664438,Yes,No,Yes,Yes,0.3814859334876692,Yes,1463834.5733811057,8053836.536405063,222.5848884917208
Risaralda,Bogotá,Urban,Apartment,Family,76.54299362638437,1,1,3,67,Low,0,6,4,4,1,Male,61,Primary,Formal,2.5324569802969012,53.7898270762861,Yes,Yes,Yes,Yes,0.40045882817491213,No,989723.7871258099,9472302.373447457,113.65147928471619
Antioquia,Cartagena,Urban,Apartment,Family,91.17572043571458,5,2,3,23,Medium,0,4,5,2,1,Male,65,University,Informal,7.128571527463194,30.298454897972537,No,Yes,Yes,Yes,0.3823190757326295,Yes,613134.5996235714,6852777.940527627,121.05717575741016
Caldas,Medellín,Urban,Apartment,Owned,68.96818691025369,1,1,1,13,Medium,2,3,4,1,1,Male,52,Primary,Formal,7.045747344043139,86.63088289356494,No,No,Yes,Yes,0.26330617199800993,Yes,1789110.609820557,4761390.955743766,123.43452058863602
Antioquia,Cali,Urban,Farm,Rented,221.45649908979112,4,1,3,23,Medium,2,4,4,3,1,Male,60,University,Formal,9.355583005224545,94.41134887161009,Yes,Yes,Yes,Yes,0.14183714217502685,Yes,1338738.8349829637,9780019.05703211,231.78834406612233
Atlántico,Bogotá,Rural,Farm,Family,103.19863164913544,5,1,2,68,Medium,1,3,5,2,0,Male,57,Primary,Formal,26.905282259094015,88.80069235032147,Yes,Yes,Yes,No,0.0842014854131364,Yes,3043401.2731231297,4244820.607666537,136.26183306912156
Caldas,Cartagena,Urban,Farm,Owned,109.30774430330064,5,2,3,25,Low,1,1,2,2,1,Male,63,Secondary,Formal,6.768373413003667,47.39884841368092,Yes,Yes,Yes,Yes,0.08940039525932451,Yes,1663959.2719649689,1539818.9469098228,110.27941044981515
Caldas,Manizales,Urban,Apartment,Family,94.25169812777078,1,1,2,41,High,0,6,2,4,1,Male,43,Secondary,Informal,24.462667913371806,35.74090962432579,Yes,Yes,Yes,Yes,0.36815803527320345,No,1162659.4670059,8637606.55417955,146.93188494680382
Risaralda,Cali,Urban,House,Rented,125.24218118296591,5,1,3,47,High,2,3,1,3,2,Male,28,University,Formal,10.300538484973714,80.64180387846835,Yes,Yes,Yes,Yes,0.09266381340087197,Yes,1481870.6424497985,7365328.592522025,138.30906884511126
Valle del Cauca,Bogotá,Urban,Farm,Owned,291.64224855320117,1,2,3,50,Medium,2,2,5,3,1,Female,34,University,Formal,30.99016979094706,36.29947765481976,Yes,Yes,Yes,Yes,0.41393029849145596,No,4893920.263271631,7100698.526854908,204.86064870983873
Valle del Cauca,Manizales,Urban,House,Family,54.92119521144297,3,1,2,66,High,1,2,1,1,0,Female,70,Secondary,Formal,13.58172028753484,54.64975287361297,Yes,Yes,Yes,Yes,0.47102875814443373,No,1295781.3251240796,5418447.8039314225,99.60523469582748
Antioquia,Manizales,Rural,House,Rented,121.00449743205243,3,1,2,17,High,1,1,3,4,0,Male,39,Secondary,Informal,12.723735249796391,37.3064027988114,Yes,Yes,Yes,No,0.3753973219182193,Yes,2827732.5774943866,1174969.4048453893,101.51515497886756
Caldas,Bucaramanga,Urban,House,Owned,27.92895378714056,4,1,2,27,Medium,0,2,4,4,2,Male,67,Primary,Informal,17.897760985724148,38.974685804838586,No,No,Yes,Yes,0.3030432185930996,No,944610.3608565974,1238380.2674181273,76.57188190117458
Valle del Cauca,Manizales,Rural,Apartment,Family,154.11148184227974,4,1,2,29,Low,2,4,7,3,1,Male,37,Secondary,Formal,3.1333703600053253,95.93650921144186,Yes,Yes,Yes,Yes,0.5747674354088828,Yes,1251139.0699921024,10112873.965612423,152.06342274047546
Valle del Cauca,Cartagena,Urban,Apartment,Family,107.4219429037199,2,1,2,1,Low,1,2,5,3,0,Male,24,Primary,Formal,13.96207110421875,83.80190233435235,No,Yes,Yes,Yes,0.034235490261224064,Yes,3493437.2088399264,2773318.1104638786,119.28472283134306
Antioquia,Bucaramanga,Urban,Farm,Owned,87.17043982324286,3,3,1,64,Medium,1,4,3,1,1,Male,32,Postgraduate,Formal,16.161960769254257,70.83024366801158,Yes,Yes,Yes,Yes,0.522050045767861,No,1175124.2701046441,19770196.443367675,151.11455168811324
Valle del Cauca,Medellín,Urban,Farm,Rented,225.63571511080085,3,1,1,35,Medium,0,1,5,4,1,Male,33,Secondary,Formal,32.388853982583115,65.16775011760166,Yes,Yes,Yes,Yes,0.3794463890079441,No,1583586.0806257362,1969241.676930442,181.30037301024612
Santander,Cartagena,Urban,Apartment,Owned,305.49804168617374,2,3,1,20,Medium,2,5,5,1,0,Female,44,Secondary,Formal,2.9772613103040193,55.27186671177004,Yes,Yes,Yes,Yes,0.17809079150582385,No,599105.9092135476,9048059.504089884,246.00870773129225
Cundinamarca,Pereira,Urban,Apartment,Family,141.71578715645327,1,3,3,61,Medium,0,3,4,2,1,Male,79,Primary,Formal,12.372353277586203,38.18790941522174,Yes,Yes,Yes,Yes,0.30435786802697284,No,5565072.798695047,5355266.15812042,114.33996119369874
Risaralda,Manizales,Urban,House,Family,136.89846028913084,3,3,1,53,Low,0,4,7,1,0,Female,46,Secondary,Informal,14.215129601177921,66.63565062870296,Yes,No,Yes,Yes,0.5705476837183412,Yes,688762.8700085573,5449000.632794433,116.03494212921191
Cundinamarca,Medellín,Urban,Apartment,Family,128.02224542388078,3,3,2,27,Medium,0,2,5,2,2,Female,33,Postgraduate,Formal,12.574720443881159,47.79206386303699,Yes,Yes,Yes,Yes,0.3488702772123153,No,599467.4796952585,8510709.247180717,140.7747655204136
Antioquia,Cali,Rural,Apartment,Rented,41.88041572620973,4,3,1,31,Low,0,2,3,0,1,Male,52,University,Formal,14.642397399546855,53.379981678937966,No,Yes,Yes,Yes,0.294587078174726,No,2376957.4548801705,5848020.507037814,24.107762920370995
Atlántico,Bogotá,Rural,Apartment,Family,17.989416405504446,2,2,1,57,High,0,3,3,1,2,Female,65,Primary,Formal,10.316664821543567,54.88749332379375,No,Yes,Yes,No,0.10959899748879862,No,500644.33048518817,3133757.5075302194,81.01730738121067
Risaralda,Manizales,Urban,Apartment,Family,232.6227501478821,2,2,3,69,Low,1,2,2,4,2,Male,68,Primary,Formal,6.544317408790993,71.06260924107721,Yes,Yes,Yes,Yes,0.12243802734893011,Yes,217600.3161214175,3129041.8499542475,177.17012278780442
Antioquia,Barranquilla,Urban,House,Owned,102.52371736247358,4,2,2,22,Medium,0,6,7,4,2,Male,52,University,Formal,4.340830026744577,51.86882489515473,No,Yes,Yes,Yes,0.6944977336735751,No,739973.3284895113,22436394.09882778,142.2592040903607
Caldas,Medellín,Urban,Farm,Family,107.48539990098901,3,3,3,69,Medium,2,4,4,3,2,Male,24,Postgraduate,Formal,8.513284221782646,47.99413466944761,Yes,Yes,Yes,Yes,0.11919586583851634,Yes,1505874.0169324558,15428991.431012245,122.64837731237165
Atlántico,Barranquilla,Urban,House,Owned,112.57646826933414,5,1,1,63,High,0,2,5,0,0,Female,55,Secondary,Formal,6.5688964505186025,58.69966118644379,No,No,Yes,Yes,0.3702355750701736,No,1603911.9662931426,4585383.510954177,111.4774727766891
Cundinamarca,Manizales,Rural,Apartment,Family,176.95179925472476,2,1,1,30,Medium,0,1,1,3,2,Male,53,Secondary,Formal,39.39830359495006,35.27431584342049,Yes,Yes,Yes,Yes,0.25837194860049467,No,3259926.610645449,1630247.1025317756,122.88949223106721
Antioquia,Barranquilla,Urban,Apartment,Owned,41.47277751345983,3,1,3,18,Medium,2,3,1,3,2,Male,68,University,Formal,8.923342771350711,56.64135143086257,No,Yes,Yes,No,0.5668481301815007,Yes,1331526.6743745178,11033161.026258992,120.59125035715715
Caldas,Manizales,Urban,Farm,Owned,56.14504535461121,1,1,3,7,Low,1,3,4,4,1,Male,39,Secondary,Informal,22.32409973086433,34.91876795039948,Yes,Yes,Yes,Yes,0.5060671440307559,Yes,940472.1297688521,3775877.638868782,72.75311612704513
Risaralda,Bogotá,Urban,Farm,Owned,231.90398176816828,2,2,2,63,High,2,6,7,1,0,Female,36,Secondary,Formal,15.711653201015082,43.87729182442811,Yes,Yes,Yes,Yes,0.1542942652339115,Yes,1684980.8827398794,10655304.320901584,222.01804112547828
Risaralda,Cali,Urban,Farm,Owned,97.35581087504573,4,3,1,40,Medium,1,4,5,2,0,Male,35,Primary,Formal,11.303693224921682,93.83287312450437,Yes,Yes,Yes,Yes,0.04110000411879026,No,3125616.484539187,5480807.753915856,112.82447015725278
Bolívar,Bogotá,Urban,House,Rented,101.67963165303838,2,2,2,50,High,1,2,4,0,0,Male,51,University,Formal,4.488101853379096,56.136950377180995,Yes,Yes,Yes,No,0.23279627082662388,No,973797.6664284886,5737577.65310198,87.04055064586022
Caldas,Cartagena,Urban,Farm,Family,96.5265594907703,4,1,1,6,Low,1,2,4,3,0,Male,70,Primary,Formal,4.473599601789883,58.362543958112916,Yes,No,Yes,Yes,0.242024820314632,Yes,1548982.2602343203,3184668.826079311,96.12607582880108
Santander,Medellín,Urban,Apartment,Rented,230.30385696972454,1,3,1,51,Medium,2,3,2,2,1,Male,51,Secondary,Unemployed,16.43737800722879,90.9182478268109,Yes,No,Yes,Yes,0.3897470412095407,Yes,1992591.9985526956,1555436.3112541472,183.64508178510425
Valle del Cauca,Barranquilla,Urban,Apartment,Family,72.77756938667335,3,1,3,2,Medium,0,1,2,3,0,Male,79,Primary,Informal,6.117637624687145,67.85093119405258,Yes,No,Yes,Yes,0.3551872207003458,Yes,2191907.308270679,564502.2864101955,60.2833047614229
Atlántico,Bogotá,Urban,Apartment,Owned,84.79514132871977,4,2,1,16,Medium,0,3,1,0,2,Male,25,Primary,Formal,3.0111866374583673,30.313849097400055,Yes,Yes,Yes,Yes,0.1726028979632897,Yes,4377581.915079796,5151947.260538155,96.78239024357735
Caldas,Manizales,Urban,House,Family,194.00751885299655,4,2,1,4,Low,2,1,1,0,1,Female,78,Primary,Formal,4.261758430772199,66.66442513943659,Yes,Yes,No,Yes,0.07437436047747897,No,1350881.4205174742,42678.08433488477,161.9644911666938
Bolívar,Bogotá,Urban,Farm,Owned,57.44431172408923,1,2,2,59,Low,2,3,3,3,0,Female,57,Primary,Informal,4.222316200672699,30.452571414730404,No,Yes,Yes,No,0.31597116018870164,Yes,5049410.917312751,3947191.8007167866,82.51897293460604
Valle del Cauca,Bogotá,Urban,Farm,Family,71.06256224865874,5,1,1,69,Medium,1,6,3,2,0,Male,38,Secondary,Informal,3.3978173511513345,77.67454993941405,Yes,Yes,Yes,Yes,0.15918350580626636,Yes,1211967.1426320816,6699202.27082765,113.91627872643143
Valle del Cauca,Medellín,Urban,Farm,Owned,71.73013792307471,2,3,1,7,Medium,0,5,7,3,0,Female,33,Primary,Informal,11.267604721383249,33.73719490948936,Yes,Yes,No,Yes,0.1898936006679352,Yes,4287013.558176156,4571613.905498619,144.50176635248692
Antioquia,Cali,Urban,Farm,Family,54.91845933420651,5,3,1,43,Medium,0,4,2,2,1,Female,55,Primary,Informal,6.099717643205448,54.85341601793286,Yes,No,Yes,No,0.2804171138329479,Yes,5427430.335841326,3989031.6790237934,73.40772696493494
Valle del Cauca,Pereira,Urban,Apartment,Family,193.68253158500542,2,2,1,25,Low,2,4,3,3,2,Female,37,Secondary,Formal,6.577439654345541,42.12925547815589,Yes,Yes,Yes,Yes,0.6173938943233854,Yes,1296322.595825163,9637849.834883109,179.73909447069656
Santander,Bogotá,Urban,House,Family,40.8952917223695,1,3,3,47,Medium,0,5,4,4,1,Female,28,Secondary,Formal,8.269194518288913,92.98263631688842,Yes,Yes,Yes,Yes,0.8462951064183878,Yes,1528821.983379513,13437899.938661551,83.67514703056624
Risaralda,Medellín,Urban,Farm,Owned,258.3223661194283,1,1,1,25,Medium,2,5,3,2,0,Male,65,Secondary,Formal,10.809208064196747,75.64707215348574,No,Yes,Yes,Yes,0.39940471281245904,Yes,248111.2259641854,11457584.08846971,263.6152885752664
Bolívar,Barranquilla,Urban,Apartment,Family,157.96382571434788,5,3,1,57,Medium,0,1,3,1,2,Male,49,University,Formal,2.308079698111505,74.64648815052905,Yes,No,Yes,Yes,0.5084416433135913,Yes,2548210.0092843766,4834980.906664023,94.98230156698314
Valle del Cauca,Manizales,Urban,Apartment,Owned,173.89631013269465,1,1,3,66,Medium,0,1,4,1,0,Female,68,Primary,Formal,16.15394321161011,75.44225410481027,No,Yes,Yes,Yes,0.12411822610473966,Yes,3152314.133432399,933597.448578235,141.68625249420623
Antioquia,Cartagena,Urban,House,Rented,153.43747638271458,3,2,1,57,Medium,2,5,2,0,2,Male,34,Secondary,Informal,13.205579747526448,72.60517878609838,No,Yes,Yes,Yes,0.5216141296450244,Yes,2670421.623927407,7843483.325041188,177.15509786527414
